age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
25-34,<25K,Tier 3,Frequently,No,Low,20-40%,3.75,57961,0
45+,1L-2L,Tier 2,Rarely,No,Medium,0%,2.98,215012,1
18-24,2L+,Tier 1,Rarely,Definitely,High,0%,2.55,299337,1
25-34,<25K,Tier 1,Never,Maybe,Low,0%,3.53,104300,0
25-34,<25K,Tier 1,Occasionally,Maybe,Low,20-40%,3.82,93060,0
35-44,2L+,Tier 3,Frequently,Definitely,High,10-20%,1.02,229545,1
45+,50K-1L,Tier 1,Occasionally,No,Medium,40%+,1.67,162774,1
45+,25-50K,Tier 3,Occasionally,No,Medium,40%+,3.85,144534,0
25-34,1L-2L,Tier 1,Never,Definitely,Medium,0%,3.67,240210,1
45+,25-50K,Tier 1,Never,Definitely,Low,40%+,4.86,111724,1
45+,2L+,Tier 2,Frequently,No,Low,20-40%,4.04,272593,1
35-44,<25K,Tier 1,Rarely,Maybe,Medium,10-20%,4.8,96718,0
25-34,<25K,Tier 2,Frequently,Definitely,Low,40%+,3.81,98825,1
18-24,1L-2L,Tier 2,Occasionally,Definitely,Low,40%+,2.19,177977,1
25-34,<25K,Tier 3,Never,Definitely,High,10-20%,1.42,60957,0
35-44,<25K,Tier 1,Occasionally,Definitely,Medium,40%+,4.13,94160,0
35-44,1L-2L,Tier 1,Never,Definitely,Medium,10-20%,3.58,252792,1
35-44,1L-2L,Tier 1,Rarely,Definitely,Medium,20-40%,1.19,225757,1
45+,2L+,Tier 2,Occasionally,No,Low,20-40%,2.44,286051,1
25-34,<25K,Tier 1,Never,No,Low,20-40%,4.83,82301,0
45+,<25K,Tier 3,Frequently,Definitely,Low,0%,3.0,41839,0
45+,2L+,Tier 3,Frequently,No,Medium,20-40%,2.73,269438,1
25-34,50K-1L,Tier 1,Frequently,Maybe,Low,40%+,2.83,198332,1
35-44,50K-1L,Tier 2,Occasionally,Maybe,Medium,0%,1.84,196269,0
18-24,50K-1L,Tier 3,Never,Definitely,Low,0%,2.47,188910,1
18-24,2L+,Tier 3,Never,Maybe,Medium,0%,2.48,283386,1
25-34,<25K,Tier 2,Never,Maybe,High,20-40%,1.21,69692,0
25-34,2L+,Tier 3,Occasionally,No,Low,0%,4.07,279577,1
35-44,2L+,Tier 2,Never,No,Medium,20-40%,2.67,274098,0
25-34,50K-1L,Tier 3,Rarely,No,High,20-40%,4.29,226281,1
25-34,25-50K,Tier 2,Occasionally,No,High,0%,4.4,125148,1
35-44,<25K,Tier 3,Rarely,Maybe,Low,0%,1.85,100795,0
35-44,50K-1L,Tier 1,Rarely,Definitely,Medium,40%+,3.63,179859,1
45+,25-50K,Tier 3,Frequently,No,Low,0%,2.89,155408,0
25-34,25-50K,Tier 3,Occasionally,Maybe,High,20-40%,4.52,117063,0
18-24,1L-2L,Tier 1,Never,No,Low,40%+,1.86,230318,1
25-34,<25K,Tier 1,Rarely,Maybe,Medium,40%+,3.71,72364,0
18-24,25-50K,Tier 1,Occasionally,No,High,20-40%,3.43,105994,1
18-24,50K-1L,Tier 1,Never,Definitely,Low,0%,2.18,176170,1
18-24,1L-2L,Tier 2,Frequently,No,Low,0%,1.55,235689,1
45+,<25K,Tier 2,Occasionally,Definitely,Low,10-20%,3.61,69201,0
35-44,2L+,Tier 3,Occasionally,No,Low,0%,3.95,259519,1
35-44,50K-1L,Tier 3,Occasionally,No,Low,10-20%,2.26,170763,0
45+,25-50K,Tier 3,Never,No,High,40%+,3.58,134051,1
35-44,25-50K,Tier 2,Rarely,Maybe,High,40%+,2.58,136766,0
45+,50K-1L,Tier 3,Rarely,Maybe,Medium,40%+,3.85,207491,1
25-34,25-50K,Tier 3,Occasionally,Definitely,Low,10-20%,1.8,116811,0
45+,1L-2L,Tier 2,Occasionally,Definitely,Medium,20-40%,4.56,282710,1
35-44,<25K,Tier 3,Never,Maybe,High,20-40%,2.15,75984,0
35-44,1L-2L,Tier 2,Frequently,Definitely,Low,40%+,2.47,217771,1
25-34,25-50K,Tier 2,Occasionally,Definitely,Medium,10-20%,1.23,80068,0
45+,2L+,Tier 1,Occasionally,Maybe,Low,10-20%,1.45,259246,0
25-34,<25K,Tier 1,Frequently,Maybe,Low,40%+,3.06,73872,0
18-24,<25K,Tier 2,Occasionally,Maybe,Medium,0%,2.07,89906,0
45+,50K-1L,Tier 2,Rarely,Maybe,High,40%+,4.34,202649,1
25-34,50K-1L,Tier 1,Occasionally,No,Medium,10-20%,1.06,137012,1
25-34,2L+,Tier 3,Rarely,Maybe,Medium,0%,2.52,278645,1
35-44,<25K,Tier 3,Never,Definitely,Medium,20-40%,2.35,86930,0
45+,2L+,Tier 3,Never,No,Low,0%,1.08,291360,1
18-24,50K-1L,Tier 2,Rarely,No,High,20-40%,1.5,182750,0
18-24,50K-1L,Tier 1,Rarely,Definitely,High,10-20%,2.65,191716,0
45+,<25K,Tier 3,Frequently,No,Low,40%+,2.97,80901,1
45+,1L-2L,Tier 1,Rarely,Definitely,High,40%+,2.62,233966,1
25-34,25-50K,Tier 1,Rarely,No,Medium,40%+,3.12,156190,1
35-44,50K-1L,Tier 2,Occasionally,No,High,40%+,3.38,157144,0
35-44,50K-1L,Tier 3,Frequently,Definitely,Low,40%+,1.04,153411,1
35-44,1L-2L,Tier 1,Rarely,Definitely,High,10-20%,2.86,213148,1
45+,1L-2L,Tier 2,Rarely,Definitely,Low,10-20%,4.85,256083,1
35-44,2L+,Tier 2,Rarely,Definitely,Medium,40%+,3.08,300000,1
25-34,2L+,Tier 2,Occasionally,Maybe,Low,0%,3.71,275160,1
45+,25-50K,Tier 3,Occasionally,Maybe,High,40%+,2.25,74693,0
45+,25-50K,Tier 3,Occasionally,Definitely,Medium,20-40%,4.1,132755,1
35-44,<25K,Tier 2,Never,Maybe,High,20-40%,4.09,109169,0
18-24,2L+,Tier 3,Occasionally,Definitely,Low,20-40%,3.09,291652,1
18-24,50K-1L,Tier 3,Rarely,Definitely,Medium,20-40%,4.9,207563,1
25-34,2L+,Tier 1,Occasionally,No,Low,40%+,1.5,259400,1
35-44,50K-1L,Tier 2,Occasionally,Definitely,High,20-40%,1.07,135119,0
35-44,1L-2L,Tier 2,Frequently,Definitely,Low,0%,4.08,251105,1
45+,2L+,Tier 3,Rarely,Definitely,High,40%+,4.23,275614,1
45+,1L-2L,Tier 2,Occasionally,Definitely,High,20-40%,1.48,258481,1
35-44,25-50K,Tier 2,Never,No,Medium,40%+,2.06,132010,0
45+,25-50K,Tier 2,Frequently,Definitely,Medium,40%+,1.07,99087,0
35-44,<25K,Tier 3,Occasionally,No,Low,40%+,2.17,59472,0
25-34,2L+,Tier 3,Frequently,Definitely,High,10-20%,4.09,289041,1
45+,1L-2L,Tier 3,Frequently,No,High,20-40%,3.07,225909,1
35-44,50K-1L,Tier 1,Never,Maybe,Medium,10-20%,2.39,196236,0
45+,25-50K,Tier 2,Never,No,Medium,0%,2.49,128628,1
25-34,25-50K,Tier 1,Never,No,Medium,0%,1.01,95467,0
45+,50K-1L,Tier 3,Rarely,Definitely,Medium,10-20%,2.2,209808,1
35-44,1L-2L,Tier 1,Frequently,No,Low,20-40%,3.59,236886,1
45+,1L-2L,Tier 2,Occasionally,No,Low,40%+,4.9,264376,1
45+,2L+,Tier 2,Never,Definitely,Low,0%,4.39,281735,1
35-44,2L+,Tier 3,Never,Maybe,Low,0%,1.09,268162,1
18-24,<25K,Tier 3,Frequently,Maybe,Medium,0%,4.59,102122,1
45+,25-50K,Tier 1,Frequently,Maybe,Low,20-40%,4.13,103507,1
45+,2L+,Tier 3,Frequently,No,Low,10-20%,4.12,300000,1
25-34,1L-2L,Tier 1,Occasionally,Definitely,Low,10-20%,2.83,254112,1
18-24,50K-1L,Tier 2,Rarely,Maybe,Medium,20-40%,2.59,167956,1
25-34,1L-2L,Tier 2,Rarely,Maybe,High,0%,2.21,200054,1
35-44,25-50K,Tier 2,Never,Maybe,Medium,20-40%,1.26,119551,0
35-44,1L-2L,Tier 2,Rarely,Maybe,High,20-40%,1.91,220833,0
25-34,<25K,Tier 2,Occasionally,Definitely,High,10-20%,1.99,77013,0
45+,25-50K,Tier 1,Rarely,Maybe,Low,20-40%,2.94,133231,0
18-24,50K-1L,Tier 2,Occasionally,No,Low,20-40%,3.99,200024,1
25-34,<25K,Tier 1,Never,No,Low,0%,2.9,107946,0
25-34,25-50K,Tier 2,Frequently,Definitely,Medium,40%+,1.23,123662,0
35-44,50K-1L,Tier 1,Occasionally,Maybe,Medium,0%,4.83,177306,1
45+,<25K,Tier 1,Frequently,Maybe,Low,10-20%,4.77,124951,0
18-24,<25K,Tier 1,Never,No,Medium,40%+,4.14,124212,1
25-34,25-50K,Tier 3,Occasionally,Definitely,Medium,0%,4.97,212741,1
18-24,2L+,Tier 1,Occasionally,No,High,20-40%,3.18,259330,1
18-24,<25K,Tier 1,Rarely,Definitely,Medium,20-40%,4.85,103357,1
25-34,<25K,Tier 2,Occasionally,Definitely,High,40%+,1.3,21358,0
18-24,50K-1L,Tier 1,Never,Definitely,Low,40%+,2.46,185662,0
35-44,1L-2L,Tier 1,Frequently,No,Medium,20-40%,1.9,208035,1
45+,25-50K,Tier 3,Occasionally,Definitely,High,10-20%,1.78,156268,0
45+,25-50K,Tier 2,Never,No,Medium,0%,1.56,100107,0
45+,2L+,Tier 3,Never,No,High,20-40%,3.49,251116,1
35-44,2L+,Tier 3,Occasionally,Maybe,High,0%,4.13,281874,1
35-44,25-50K,Tier 3,Rarely,No,Medium,0%,3.31,93590,0
35-44,2L+,Tier 1,Occasionally,No,Low,0%,1.59,280921,1
45+,50K-1L,Tier 3,Occasionally,Maybe,High,0%,4.24,151098,1
18-24,25-50K,Tier 3,Rarely,Maybe,Low,10-20%,3.54,135969,0
35-44,2L+,Tier 2,Never,Maybe,Medium,10-20%,2.55,233943,1
25-34,25-50K,Tier 2,Occasionally,Definitely,Medium,10-20%,3.7,130594,0
35-44,1L-2L,Tier 2,Rarely,Definitely,Low,20-40%,2.04,253267,1
25-34,<25K,Tier 2,Frequently,Maybe,Medium,20-40%,2.38,81012,0
45+,25-50K,Tier 3,Frequently,Definitely,High,20-40%,4.67,129430,0
25-34,<25K,Tier 2,Rarely,Maybe,Low,10-20%,2.16,70975,0
35-44,2L+,Tier 1,Never,Definitely,Medium,0%,2.88,279160,1
35-44,<25K,Tier 3,Rarely,No,Medium,10-20%,4.56,105052,0
18-24,25-50K,Tier 2,Never,Definitely,Low,20-40%,3.83,110962,0
45+,1L-2L,Tier 3,Frequently,Definitely,High,40%+,1.25,224351,1
25-34,2L+,Tier 2,Occasionally,No,Low,20-40%,1.59,211812,1
45+,25-50K,Tier 3,Rarely,Maybe,Medium,0%,1.03,97702,0
35-44,2L+,Tier 2,Frequently,Definitely,Medium,10-20%,3.52,275434,1
18-24,50K-1L,Tier 1,Occasionally,Definitely,Low,40%+,2.79,190566,0
35-44,<25K,Tier 2,Frequently,No,High,40%+,1.54,65852,0
35-44,50K-1L,Tier 3,Rarely,No,High,0%,4.83,170188,1
35-44,25-50K,Tier 3,Rarely,No,High,10-20%,3.12,111500,0
25-34,1L-2L,Tier 1,Occasionally,No,Low,40%+,1.97,223673,1
35-44,2L+,Tier 3,Rarely,Maybe,High,20-40%,3.0,278418,1
45+,<25K,Tier 1,Frequently,Definitely,High,0%,3.72,75617,0
45+,2L+,Tier 3,Occasionally,Definitely,High,40%+,1.3,253383,1
18-24,25-50K,Tier 3,Occasionally,Definitely,High,0%,2.1,134923,0
45+,2L+,Tier 1,Frequently,Definitely,Medium,10-20%,4.23,281946,1
35-44,<25K,Tier 3,Never,Maybe,Low,10-20%,2.84,76638,0
35-44,25-50K,Tier 3,Occasionally,Definitely,Low,10-20%,3.19,175298,0
45+,2L+,Tier 1,Never,Maybe,High,20-40%,2.73,248826,1
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,40%+,1.18,174763,1
18-24,25-50K,Tier 1,Frequently,No,Low,10-20%,1.66,132271,0
45+,25-50K,Tier 3,Occasionally,No,Medium,20-40%,2.78,114227,0
25-34,1L-2L,Tier 2,Rarely,Definitely,Low,10-20%,1.84,212035,1
25-34,50K-1L,Tier 2,Occasionally,Maybe,Medium,10-20%,1.2,146376,1
25-34,<25K,Tier 2,Rarely,No,Low,40%+,4.37,88503,0
25-34,50K-1L,Tier 1,Never,Maybe,Medium,20-40%,4.92,231170,0
45+,2L+,Tier 2,Rarely,No,Medium,10-20%,4.17,300000,1
18-24,1L-2L,Tier 2,Occasionally,Maybe,Low,20-40%,4.42,261444,1
35-44,50K-1L,Tier 2,Rarely,Definitely,Medium,20-40%,1.97,141375,0
35-44,25-50K,Tier 3,Frequently,Definitely,Medium,10-20%,4.84,125376,1
45+,2L+,Tier 1,Never,Maybe,Low,10-20%,1.79,211118,1
35-44,2L+,Tier 1,Frequently,No,Medium,0%,4.81,281912,1
25-34,50K-1L,Tier 3,Frequently,No,Medium,40%+,4.98,218934,1
18-24,50K-1L,Tier 2,Frequently,Definitely,Medium,10-20%,3.85,198838,1
45+,1L-2L,Tier 3,Frequently,Definitely,Medium,0%,4.92,244769,1
18-24,<25K,Tier 3,Rarely,Definitely,Medium,40%+,3.28,82353,0
45+,50K-1L,Tier 2,Frequently,No,High,10-20%,2.04,156622,1
45+,50K-1L,Tier 2,Rarely,No,Medium,20-40%,2.75,181595,1
45+,25-50K,Tier 1,Frequently,Definitely,Medium,40%+,3.37,149017,1
45+,2L+,Tier 2,Occasionally,Maybe,Medium,20-40%,1.29,230582,1
18-24,<25K,Tier 3,Frequently,No,Medium,0%,3.49,90892,0
35-44,25-50K,Tier 3,Occasionally,Definitely,Low,10-20%,4.92,167848,1
45+,1L-2L,Tier 2,Rarely,Maybe,High,0%,1.76,209297,1
25-34,1L-2L,Tier 1,Never,No,Low,10-20%,4.17,255714,1
45+,50K-1L,Tier 3,Rarely,Maybe,High,10-20%,4.63,252593,1
18-24,50K-1L,Tier 2,Never,Maybe,Medium,20-40%,4.77,195613,1
45+,1L-2L,Tier 1,Never,No,Medium,0%,4.84,256266,1
25-34,50K-1L,Tier 1,Frequently,Definitely,High,20-40%,3.09,166138,1
18-24,<25K,Tier 3,Never,Maybe,High,20-40%,4.91,102725,1
45+,50K-1L,Tier 3,Rarely,Definitely,Low,20-40%,4.03,199505,1
25-34,2L+,Tier 1,Frequently,No,High,0%,1.65,270396,1
18-24,50K-1L,Tier 1,Never,Maybe,Medium,10-20%,2.91,158706,1
45+,25-50K,Tier 1,Rarely,Maybe,Low,10-20%,3.87,142827,1
25-34,<25K,Tier 2,Never,Maybe,High,0%,1.99,99143,0
18-24,25-50K,Tier 3,Never,Maybe,High,10-20%,3.56,144572,1
45+,25-50K,Tier 1,Frequently,Maybe,Low,0%,3.67,155939,1
18-24,2L+,Tier 3,Frequently,No,High,0%,1.65,261759,1
25-34,<25K,Tier 3,Rarely,Maybe,Medium,10-20%,3.26,97598,0
45+,<25K,Tier 3,Frequently,No,Low,40%+,4.09,96485,0
45+,<25K,Tier 1,Frequently,Definitely,High,20-40%,3.0,60981,0
45+,<25K,Tier 2,Occasionally,No,Medium,0%,1.05,66870,0
25-34,<25K,Tier 1,Occasionally,Maybe,High,0%,1.04,40566,0
35-44,2L+,Tier 3,Rarely,Definitely,Low,40%+,2.43,261642,1
45+,50K-1L,Tier 1,Frequently,No,High,0%,4.7,200786,1
25-34,25-50K,Tier 1,Rarely,No,High,0%,1.91,125044,1
18-24,<25K,Tier 3,Occasionally,No,High,10-20%,3.54,61615,0
18-24,50K-1L,Tier 3,Occasionally,Maybe,Medium,10-20%,1.89,189979,0
25-34,50K-1L,Tier 1,Occasionally,Maybe,Medium,40%+,2.29,184340,1
35-44,25-50K,Tier 1,Rarely,No,High,0%,4.39,129805,0
25-34,2L+,Tier 1,Frequently,No,High,20-40%,3.92,258448,1
18-24,1L-2L,Tier 1,Never,Definitely,Low,10-20%,1.38,210901,1
18-24,1L-2L,Tier 2,Frequently,Maybe,High,20-40%,2.71,218181,1
45+,50K-1L,Tier 1,Rarely,Maybe,Low,20-40%,1.12,163462,0
35-44,25-50K,Tier 2,Occasionally,Definitely,Medium,40%+,2.92,121937,0
25-34,1L-2L,Tier 3,Never,No,High,40%+,3.65,196350,1
18-24,50K-1L,Tier 2,Rarely,No,Low,0%,1.47,156933,0
18-24,2L+,Tier 3,Occasionally,Definitely,Medium,40%+,2.16,265487,1
18-24,1L-2L,Tier 2,Rarely,No,Low,10-20%,2.59,238573,1
25-34,50K-1L,Tier 3,Never,No,Medium,0%,4.68,182836,1
25-34,50K-1L,Tier 1,Occasionally,Definitely,High,0%,4.97,233273,1
35-44,<25K,Tier 2,Frequently,Definitely,Low,20-40%,1.18,23567,0
45+,2L+,Tier 2,Rarely,Definitely,High,20-40%,4.04,300000,1
45+,<25K,Tier 3,Never,No,Low,20-40%,2.49,70413,0
45+,25-50K,Tier 3,Frequently,Definitely,Medium,0%,2.57,142891,0
18-24,<25K,Tier 2,Never,No,Low,40%+,4.02,91796,0
45+,<25K,Tier 3,Rarely,Maybe,Low,40%+,4.67,119491,0
18-24,1L-2L,Tier 1,Never,Maybe,High,40%+,4.8,240252,1
35-44,50K-1L,Tier 2,Occasionally,Definitely,High,0%,3.31,161127,1
18-24,2L+,Tier 1,Never,No,High,0%,2.43,300000,1
35-44,<25K,Tier 2,Rarely,No,Medium,0%,4.15,89230,0
35-44,2L+,Tier 1,Occasionally,No,High,0%,2.0,274431,1
45+,<25K,Tier 2,Never,Definitely,Low,0%,3.26,107295,0
45+,25-50K,Tier 3,Never,No,Medium,40%+,2.43,103660,0
18-24,<25K,Tier 2,Occasionally,No,High,0%,3.63,98209,0
25-34,1L-2L,Tier 1,Frequently,No,Low,40%+,1.96,207802,1
45+,50K-1L,Tier 2,Frequently,Maybe,Low,0%,1.77,165056,1
45+,25-50K,Tier 1,Occasionally,No,Medium,40%+,4.67,148145,0
25-34,<25K,Tier 1,Never,Maybe,Low,10-20%,1.41,34095,0
25-34,2L+,Tier 1,Frequently,No,High,10-20%,3.02,264623,1
45+,25-50K,Tier 3,Occasionally,No,Low,40%+,1.88,145821,0
25-34,25-50K,Tier 2,Rarely,No,High,10-20%,1.16,129323,0
18-24,<25K,Tier 1,Never,Maybe,High,10-20%,1.14,60147,0
35-44,25-50K,Tier 3,Rarely,No,Medium,40%+,1.7,121862,0
35-44,2L+,Tier 1,Never,Definitely,Low,0%,4.47,288815,1
45+,25-50K,Tier 2,Frequently,No,Medium,0%,2.13,148431,0
45+,2L+,Tier 3,Rarely,Maybe,Medium,40%+,4.8,293992,1
18-24,<25K,Tier 1,Rarely,Maybe,Medium,20-40%,3.33,87936,0
25-34,50K-1L,Tier 1,Occasionally,Definitely,High,20-40%,2.75,200420,1
45+,25-50K,Tier 1,Frequently,Definitely,High,10-20%,3.32,117652,0
35-44,50K-1L,Tier 2,Frequently,Definitely,High,20-40%,3.07,211875,1
18-24,2L+,Tier 3,Never,Maybe,High,10-20%,4.04,259790,1
18-24,25-50K,Tier 3,Occasionally,No,Low,0%,2.13,153892,0
25-34,1L-2L,Tier 3,Occasionally,No,Low,40%+,2.41,216646,1
45+,50K-1L,Tier 1,Never,Definitely,High,0%,4.58,190946,1
45+,25-50K,Tier 3,Rarely,Definitely,High,40%+,4.79,110099,0
18-24,50K-1L,Tier 1,Never,No,Low,20-40%,4.57,186604,1
35-44,25-50K,Tier 2,Never,Definitely,Medium,0%,2.68,106003,0
45+,<25K,Tier 3,Never,No,Medium,0%,4.12,79047,0
35-44,50K-1L,Tier 1,Occasionally,No,High,10-20%,2.91,176353,1
18-24,1L-2L,Tier 3,Never,No,Medium,40%+,2.99,249055,1
45+,1L-2L,Tier 3,Never,No,High,20-40%,1.82,222352,1
35-44,2L+,Tier 2,Never,Maybe,High,0%,3.36,289753,1
18-24,25-50K,Tier 3,Frequently,No,High,40%+,1.74,95489,0
35-44,50K-1L,Tier 2,Rarely,Definitely,Low,20-40%,2.33,155684,1
45+,2L+,Tier 3,Rarely,Definitely,Medium,0%,4.42,300000,1
25-34,50K-1L,Tier 3,Rarely,Definitely,Low,40%+,1.83,153595,0
35-44,25-50K,Tier 3,Rarely,Definitely,Medium,10-20%,1.28,145924,0
25-34,1L-2L,Tier 3,Occasionally,Maybe,Low,0%,1.28,207938,1
45+,<25K,Tier 3,Occasionally,No,Low,40%+,4.76,97645,0
25-34,1L-2L,Tier 3,Never,No,High,20-40%,3.03,251707,1
18-24,2L+,Tier 2,Occasionally,Definitely,High,20-40%,2.64,300000,1
25-34,<25K,Tier 2,Rarely,Definitely,Low,10-20%,4.24,90183,0
35-44,2L+,Tier 1,Frequently,Definitely,Medium,0%,4.34,285635,1
35-44,25-50K,Tier 3,Never,No,Medium,10-20%,2.33,122181,1
25-34,<25K,Tier 2,Never,Maybe,High,40%+,3.77,94459,0
18-24,2L+,Tier 3,Rarely,Maybe,High,20-40%,4.08,300000,1
45+,25-50K,Tier 3,Rarely,Maybe,Medium,10-20%,3.62,136284,1
25-34,1L-2L,Tier 2,Rarely,Maybe,Medium,0%,1.61,228477,1
35-44,25-50K,Tier 3,Occasionally,Definitely,Medium,40%+,4.5,177767,1
35-44,50K-1L,Tier 2,Never,No,High,0%,3.16,189226,1
25-34,25-50K,Tier 2,Rarely,Definitely,Medium,10-20%,2.13,127533,0
25-34,25-50K,Tier 1,Frequently,Maybe,High,20-40%,2.7,96621,0
25-34,50K-1L,Tier 1,Never,Definitely,Low,20-40%,1.15,108885,0
45+,2L+,Tier 1,Never,Maybe,Low,10-20%,1.51,272867,1
35-44,2L+,Tier 1,Occasionally,No,Low,0%,4.06,288703,1
35-44,25-50K,Tier 3,Never,Maybe,Medium,0%,1.0,99704,0
35-44,50K-1L,Tier 3,Rarely,Definitely,High,0%,2.67,181570,1
45+,50K-1L,Tier 1,Rarely,No,Medium,0%,3.09,179691,1
18-24,1L-2L,Tier 2,Frequently,Maybe,High,20-40%,1.22,234755,0
35-44,2L+,Tier 2,Never,Maybe,Medium,0%,4.89,300000,1
35-44,<25K,Tier 2,Never,No,Low,10-20%,1.9,54061,0
18-24,2L+,Tier 2,Occasionally,Definitely,High,10-20%,2.22,292003,1
45+,2L+,Tier 3,Rarely,No,Medium,10-20%,2.22,267857,1
18-24,1L-2L,Tier 2,Frequently,Definitely,High,10-20%,1.92,229730,1
18-24,<25K,Tier 2,Rarely,Maybe,High,0%,1.01,50551,0
18-24,1L-2L,Tier 1,Never,Maybe,Medium,20-40%,3.92,226203,1
18-24,<25K,Tier 2,Never,No,Medium,40%+,4.87,100383,0
45+,25-50K,Tier 3,Frequently,Maybe,High,0%,1.9,119256,0
45+,<25K,Tier 2,Never,No,High,40%+,3.65,96096,0
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,20-40%,3.97,234327,1
25-34,2L+,Tier 3,Frequently,Maybe,High,0%,4.39,257172,1
25-34,<25K,Tier 1,Rarely,Definitely,Low,40%+,2.69,68244,0
25-34,<25K,Tier 3,Frequently,No,Low,20-40%,2.21,87976,0
25-34,50K-1L,Tier 1,Never,No,Low,40%+,2.3,167052,1
35-44,2L+,Tier 2,Occasionally,Maybe,High,10-20%,3.85,283572,1
45+,25-50K,Tier 1,Occasionally,Definitely,Low,10-20%,4.27,162427,0
45+,1L-2L,Tier 1,Never,Definitely,High,20-40%,1.73,203060,1
18-24,25-50K,Tier 1,Occasionally,No,High,20-40%,2.48,93943,0
35-44,2L+,Tier 2,Occasionally,No,Medium,40%+,4.61,292887,1
18-24,<25K,Tier 1,Frequently,Maybe,High,20-40%,4.23,82616,0
18-24,<25K,Tier 1,Occasionally,No,High,10-20%,4.94,80075,0
45+,2L+,Tier 2,Occasionally,Maybe,Low,10-20%,4.02,286692,1
35-44,<25K,Tier 3,Occasionally,Definitely,High,0%,2.57,85530,0
25-34,<25K,Tier 3,Rarely,No,High,40%+,3.36,83414,0
45+,<25K,Tier 3,Never,Definitely,Medium,20-40%,3.64,92539,0
35-44,1L-2L,Tier 2,Frequently,Definitely,Medium,20-40%,1.31,249368,1
35-44,1L-2L,Tier 2,Occasionally,Maybe,Low,20-40%,3.18,224942,1
45+,50K-1L,Tier 3,Never,Definitely,Low,40%+,3.84,193966,1
45+,25-50K,Tier 1,Occasionally,Maybe,Medium,10-20%,1.67,106515,0
18-24,2L+,Tier 3,Rarely,Maybe,Medium,20-40%,4.12,274272,1
18-24,2L+,Tier 2,Rarely,Definitely,High,20-40%,3.34,271701,1
18-24,2L+,Tier 1,Occasionally,Definitely,Low,10-20%,4.81,288524,1
25-34,50K-1L,Tier 1,Occasionally,Maybe,Low,20-40%,1.17,168889,0
45+,1L-2L,Tier 2,Occasionally,Maybe,High,0%,2.06,267581,1
35-44,50K-1L,Tier 1,Rarely,Definitely,High,10-20%,3.41,169779,1
45+,2L+,Tier 3,Rarely,Maybe,Low,10-20%,2.19,263567,1
35-44,25-50K,Tier 2,Never,Maybe,Medium,10-20%,3.86,137337,1
25-34,<25K,Tier 2,Frequently,No,Medium,0%,4.04,98315,1
45+,1L-2L,Tier 2,Frequently,No,High,10-20%,1.41,219371,0
35-44,1L-2L,Tier 2,Rarely,No,Low,40%+,3.06,256281,1
35-44,50K-1L,Tier 1,Frequently,No,High,40%+,3.04,131872,1
18-24,1L-2L,Tier 2,Occasionally,No,Medium,40%+,2.48,177061,0
25-34,2L+,Tier 2,Never,Maybe,Medium,10-20%,4.73,287382,1
45+,2L+,Tier 1,Rarely,Maybe,High,10-20%,4.31,300000,1
18-24,50K-1L,Tier 2,Rarely,No,Medium,10-20%,3.79,156587,1
25-34,2L+,Tier 1,Frequently,Definitely,Low,0%,3.86,228447,1
18-24,25-50K,Tier 1,Occasionally,No,High,40%+,2.85,139923,0
45+,50K-1L,Tier 2,Never,Definitely,High,20-40%,4.68,201673,1
35-44,25-50K,Tier 3,Frequently,Maybe,High,20-40%,3.78,115995,0
45+,<25K,Tier 2,Rarely,Definitely,Medium,10-20%,3.92,69489,1
25-34,25-50K,Tier 3,Rarely,Maybe,Low,0%,4.45,125105,1
45+,<25K,Tier 1,Frequently,Definitely,High,10-20%,2.1,73210,0
25-34,<25K,Tier 3,Occasionally,Maybe,High,20-40%,4.23,79773,1
18-24,25-50K,Tier 2,Never,Maybe,Medium,40%+,1.78,127681,0
25-34,50K-1L,Tier 2,Never,No,Low,20-40%,2.38,116707,1
35-44,2L+,Tier 3,Never,Maybe,High,40%+,2.34,256262,1
35-44,2L+,Tier 2,Never,No,Medium,40%+,4.91,276578,1
35-44,<25K,Tier 3,Occasionally,No,High,0%,4.43,89173,1
18-24,<25K,Tier 1,Rarely,No,Medium,20-40%,3.8,77239,0
25-34,50K-1L,Tier 3,Rarely,Definitely,Low,10-20%,3.91,205056,1
18-24,1L-2L,Tier 3,Never,Definitely,Medium,0%,3.25,195313,1
45+,25-50K,Tier 3,Never,Maybe,High,40%+,4.79,148809,0
45+,<25K,Tier 3,Never,No,High,20-40%,2.99,91066,0
45+,2L+,Tier 1,Frequently,No,Medium,10-20%,2.52,300000,1
45+,50K-1L,Tier 1,Frequently,Maybe,Low,0%,1.65,156864,0
35-44,25-50K,Tier 1,Rarely,No,Low,10-20%,4.14,147889,0
25-34,50K-1L,Tier 3,Rarely,Maybe,High,20-40%,3.94,153322,1
35-44,25-50K,Tier 1,Never,No,High,10-20%,2.54,77560,1
25-34,25-50K,Tier 2,Frequently,Definitely,Medium,0%,1.1,127895,0
25-34,<25K,Tier 1,Occasionally,Maybe,Medium,10-20%,4.36,93488,0
18-24,50K-1L,Tier 3,Frequently,Maybe,Medium,20-40%,1.05,184070,1
45+,50K-1L,Tier 2,Rarely,Definitely,Low,0%,3.81,160631,1
